,id,family,genus,species
429,107247,Rosaceae,Crataegus,Crataegus monogyna Jacq.
430,107268,Orchidaceae,Ophrys,Ophrys speculum Link
431,107276,Liliaceae,Tulipa,Tulipa sylvestris L.
432,107289,Campanulaceae,Campanula,Campanula trachelium L.
433,107300,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
434,107327,Amaryllidaceae,Galanthus,Galanthus nivalis L.
435,107336,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet
436,107342,Lamiaceae,Lavandula,Lavandula stoechas L.
437,107360,Oleaceae,Jasminum,Jasminum fruticans L.
438,107395,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
439,107396,Rosaceae,Crataegus,Crataegus azarolus L.
440,107402,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
441,107417,Campanulaceae,Campanula,Campanula rhomboidalis L.
442,107421,Rosaceae,Rosa,Rosa canina L.
443,107423,Scrophulariaceae,Verbascum,Verbascum blattaria L.
444,107449,Geraniaceae,Geranium,Geranium sylvaticum L.
445,10745,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
446,107478,Scrophulariaceae,Verbascum,Verbascum thapsus L.
447,107483,Campanulaceae,Campanula,Campanula rotundifolia L.
448,107491,Campanulaceae,Campanula,Campanula patula L.
449,107492,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
450,107506,Campanulaceae,Campanula,Campanula glomerata L.
451,107507,Campanulaceae,Campanula,Campanula glomerata L.
452,107524,Rosaceae,Crataegus,Crataegus monogyna Jacq.
453,107557,Geraniaceae,Geranium,Geranium rotundifolium L.
454,107564,Rosaceae,Crataegus,Crataegus monogyna Jacq.
455,107582,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
456,107602,Lamiaceae,Lavandula,Lavandula stoechas L.
457,107614,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
458,107620,Rosaceae,Crataegus,Crataegus monogyna Jacq.
459,107660,Rosaceae,Crataegus,Crataegus azarolus L.
460,107687,Scrophulariaceae,Verbascum,Verbascum thapsus L.
461,107695,Scrophulariaceae,Verbascum,Verbascum blattaria L.
462,107705,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
463,10780,Rosaceae,Crataegus,Crataegus monogyna Jacq.
464,107846,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
465,107869,Rosaceae,Crataegus,Crataegus azarolus L.
466,1079,Rosaceae,Rosa,Rosa pendulina L.
467,107914,Geraniaceae,Geranium,Geranium phaeum L.
468,107924,Geraniaceae,Geranium,Geranium columbinum L.
469,107945,Campanulaceae,Campanula,Campanula rapunculus L.
470,107952,Geraniaceae,Geranium,Geranium sylvaticum L.
471,107955,Geraniaceae,Geranium,Geranium dissectum L.
472,107959,Rosaceae,Rosa,Rosa pendulina L.
473,107993,Rosaceae,Rosa,Rosa pendulina L.
474,108000,Iridaceae,Iris,Iris lutescens Lam.
475,108023,Geraniaceae,Geranium,Geranium lucidum L.
476,108041,Rosaceae,Crataegus,Crataegus monogyna Jacq.
477,108044,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
478,108047,Geraniaceae,Geranium,Geranium rotundifolium L.
479,108096,Orchidaceae,Ophrys,Ophrys lutea Cav.
480,108107,Rosaceae,Crataegus,Crataegus monogyna Jacq.
481,108109,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
482,108219,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
483,108274,Iridaceae,Iris,Iris pseudacorus L.
484,108349,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
485,108379,Rosaceae,Rosa,Rosa spinosissima L.
486,10841,Orchidaceae,Ophrys,Ophrys scolopax Cav.
487,108415,Rosaceae,Crataegus,Crataegus monogyna Jacq.
488,108438,Scrophulariaceae,Verbascum,Verbascum thapsus L.
489,108441,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
490,108454,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
491,108483,Rosaceae,Crataegus,Crataegus monogyna Jacq.
492,108494,Rosaceae,Crataegus,Crataegus azarolus L.
493,108498,Orchidaceae,Ophrys,Ophrys aranifera Huds.
494,108521,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
495,108530,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
496,108545,Scrophulariaceae,Verbascum,Verbascum thapsus L.
497,108550,Rosaceae,Crataegus,Crataegus monogyna Jacq.
498,108562,Amaryllidaceae,Narcissus,Narcissus tazetta L.
499,108585,Geraniaceae,Geranium,Geranium pratense L.
500,10860,Lamiaceae,Lavandula,Lavandula stoechas L.
501,10864,Rosaceae,Crataegus,Crataegus monogyna Jacq.
502,108650,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
503,108655,Liliaceae,Tulipa,Tulipa sylvestris L.
504,108656,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet
505,108692,Geraniaceae,Geranium,Geranium pusillum L.
506,108708,Rosaceae,Crataegus,Crataegus monogyna Jacq.
507,108719,Campanulaceae,Campanula,Campanula rapunculus L.
508,108732,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
509,108735,Geraniaceae,Geranium,Geranium molle L.
510,108738,Geraniaceae,Geranium,Geranium molle L.
511,108771,Campanulaceae,Campanula,Campanula glomerata L.
512,108782,Geraniaceae,Geranium,Geranium rotundifolium L.
513,108792,Orchidaceae,Ophrys,Ophrys lutea Cav.
514,108817,Campanulaceae,Campanula,Campanula rhomboidalis L.
515,108837,Geraniaceae,Geranium,Geranium molle L.
516,108877,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
517,108880,Geraniaceae,Geranium,Geranium nodosum L.
518,108882,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
519,108883,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
520,108896,Geraniaceae,Geranium,Geranium columbinum L.
521,108904,Scrophulariaceae,Verbascum,Verbascum nigrum L.
522,108913,Iridaceae,Iris,Iris foetidissima L.
523,108937,Rosaceae,Rosa,Rosa canina L.
524,108948,Rosaceae,Crataegus,Crataegus monogyna Jacq.
525,108959,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
526,108975,Geraniaceae,Geranium,Geranium columbinum L.
527,108998,Geraniaceae,Geranium,Geranium dissectum L.
528,10904,Liliaceae,Tulipa,Tulipa sylvestris L.
529,1091,Scrophulariaceae,Verbascum,Verbascum thapsus L.
530,109117,Liliaceae,Tulipa,Tulipa sylvestris L.
531,109127,Rosaceae,Crataegus,Crataegus monogyna Jacq.
532,109139,Orchidaceae,Ophrys,Ophrys scolopax Cav.
533,109150,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
534,109161,Geraniaceae,Geranium,Geranium nodosum L.
535,10919,Geraniaceae,Geranium,Geranium molle L.
536,109224,Geraniaceae,Geranium,Geranium dissectum L.
537,10923,Scrophulariaceae,Verbascum,Verbascum thapsus L.
538,109276,Iridaceae,Iris,Iris lutescens Lam.
539,109288,Rosaceae,Crataegus,Crataegus monogyna Jacq.
540,109290,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
541,109321,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
542,109362,Campanulaceae,Campanula,Campanula medium L.
543,109385,Orchidaceae,Ophrys,Ophrys virescens Philippe
544,10940,Scrophulariaceae,Verbascum,Verbascum thapsus L.
545,109424,Iridaceae,Iris,Iris foetidissima L.
546,109429,Geraniaceae,Geranium,Geranium robertianum L.
547,109437,Geraniaceae,Geranium,Geranium robertianum L.
548,109451,Orchidaceae,Ophrys,Ophrys aranifera Huds.
549,109460,Iridaceae,Iris,Iris lutescens Lam.
550,109466,Amaryllidaceae,Narcissus,Narcissus tazetta L.
551,109474,Iridaceae,Iris,Iris foetidissima L.
552,109494,Rosaceae,Crataegus,Crataegus azarolus L.
553,109516,Orchidaceae,Ophrys,Ophrys passionis Sennen
554,109518,Liliaceae,Tulipa,Tulipa sylvestris L.
555,109557,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
556,109569,Campanulaceae,Campanula,Campanula trachelium L.
557,109577,Geraniaceae,Geranium,Geranium rotundifolium L.
558,109590,Geraniaceae,Geranium,Geranium sanguineum L.
559,109621,Geraniaceae,Geranium,Geranium molle L.
560,109627,Campanulaceae,Campanula,Campanula glomerata L.
561,109641,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
562,109643,Rosaceae,Crataegus,Crataegus monogyna Jacq.
563,109647,Liliaceae,Tulipa,Tulipa sylvestris L.
564,109659,Geraniaceae,Geranium,Geranium pusillum L.
565,109674,Geraniaceae,Geranium,Geranium robertianum L.
566,109676,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
567,109679,Rosaceae,Crataegus,Crataegus monogyna Jacq.
568,109722,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
569,109730,Iridaceae,Iris,Iris lutescens Lam.
570,109734,Scrophulariaceae,Verbascum,Verbascum thapsus L.
571,109742,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
572,109782,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
573,109801,Orchidaceae,Ophrys,Ophrys virescens Philippe
574,109841,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
575,109845,Rosaceae,Crataegus,Crataegus monogyna Jacq.
576,109873,Iridaceae,Iris,Iris pseudacorus L.
577,10989,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
578,109890,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
579,109906,Orchidaceae,Ophrys,Ophrys apifera Huds.
580,109916,Geraniaceae,Geranium,Geranium rotundifolium L.
581,109968,Orchidaceae,Ophrys,Ophrys aranifera Huds.
582,110014,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
583,11007,Rosaceae,Crataegus,Crataegus monogyna Jacq.
584,110115,Orchidaceae,Ophrys,Ophrys passionis Sennen
585,11013,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
586,110147,Scrophulariaceae,Verbascum,Verbascum thapsus L.
587,110149,Rosaceae,Crataegus,Crataegus monogyna Jacq.
588,110151,Orchidaceae,Ophrys,Ophrys insectifera L.
589,110171,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
590,110180,Rosaceae,Crataegus,Crataegus monogyna Jacq.
591,110189,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
592,110199,Geraniaceae,Geranium,Geranium nodosum L.
593,11024,Campanulaceae,Campanula,Campanula patula L.
594,110243,Rosaceae,Rosa,Rosa canina L.
595,110245,Orchidaceae,Ophrys,Ophrys lutea Cav.
596,110258,Campanulaceae,Campanula,Campanula glomerata L.
597,110261,Campanulaceae,Campanula,Campanula glomerata L.
598,110271,Scrophulariaceae,Verbascum,Verbascum thapsus L.
599,110274,Rosaceae,Crataegus,Crataegus azarolus L.
600,11028,Geraniaceae,Geranium,Geranium sylvaticum L.
601,110314,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
602,110319,Rosaceae,Rosa,Rosa canina L.
603,110322,Orchidaceae,Ophrys,Ophrys lutea Cav.
604,110332,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
605,11036,Geraniaceae,Geranium,Geranium pratense L.
606,110374,Scrophulariaceae,Verbascum,Verbascum thapsus L.
607,110403,Geraniaceae,Geranium,Geranium molle L.
608,110404,Iridaceae,Iris,Iris pseudacorus L.
609,11041,Rosaceae,Crataegus,Crataegus monogyna Jacq.
610,110486,Rosaceae,Crataegus,Crataegus azarolus L.
611,110498,Campanulaceae,Campanula,Campanula rotundifolia L.
612,110501,Rosaceae,Crataegus,Crataegus monogyna Jacq.
613,110522,Orchidaceae,Ophrys,Ophrys scolopax Cav.
614,110530,Rosaceae,Crataegus,Crataegus monogyna Jacq.
615,110540,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
616,110573,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
617,110594,Orchidaceae,Ophrys,Ophrys apifera Huds.
618,110601,Iridaceae,Iris,Iris lutescens Lam.
619,110614,Iridaceae,Iris,Iris lutescens Lam.
620,110616,Geraniaceae,Geranium,Geranium phaeum L.
621,110689,Orchidaceae,Ophrys,Ophrys scolopax Cav.
622,110692,Geraniaceae,Geranium,Geranium robertianum L.
623,110699,Geraniaceae,Geranium,Geranium molle L.
624,1107,Rosaceae,Crataegus,Crataegus azarolus L.
625,11072,Orchidaceae,Ophrys,Ophrys virescens Philippe
626,110728,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
627,110748,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
628,110770,Campanulaceae,Campanula,Campanula latifolia L.
629,110772,Campanulaceae,Campanula,Campanula glomerata L.
630,110782,Orchidaceae,Ophrys,Ophrys passionis Sennen
631,11081,Geraniaceae,Geranium,Geranium molle L.
632,11082,Campanulaceae,Campanula,Campanula persicifolia L.
633,11083,Scrophulariaceae,Verbascum,Verbascum blattaria L.
634,110832,Scrophulariaceae,Verbascum,Verbascum blattaria L.
635,110834,Orchidaceae,Ophrys,Ophrys lutea Cav.
636,110841,Geraniaceae,Geranium,Geranium rotundifolium L.
637,110857,Scrophulariaceae,Verbascum,Verbascum blattaria L.
638,110863,Scrophulariaceae,Verbascum,Verbascum thapsus L.
639,110872,Campanulaceae,Campanula,Campanula medium L.
640,110875,Scrophulariaceae,Verbascum,Verbascum blattaria L.
641,110884,Rosaceae,Rosa,Rosa canina L.
642,110894,Orchidaceae,Ophrys,Ophrys lutea Cav.
643,110934,Rosaceae,Crataegus,Crataegus monogyna Jacq.
644,110942,Orchidaceae,Ophrys,Ophrys aranifera Huds.
645,110982,Rosaceae,Crataegus,Crataegus monogyna Jacq.
646,110987,Rosaceae,Crataegus,Crataegus monogyna Jacq.
647,110989,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
648,111019,Geraniaceae,Geranium,Geranium rotundifolium L.
649,111053,Geraniaceae,Geranium,Geranium dissectum L.
650,111055,Rosaceae,Crataegus,Crataegus monogyna Jacq.
651,111070,Rosaceae,Rosa,Rosa agrestis Savi
652,111086,Liliaceae,Tulipa,Tulipa sylvestris L.
653,111101,Scrophulariaceae,Verbascum,Verbascum thapsus L.
654,111116,Orchidaceae,Ophrys,Ophrys scolopax Cav.
655,111164,Campanulaceae,Campanula,Campanula persicifolia L.
656,111170,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
657,111175,Rosaceae,Rosa,Rosa canina L.
658,111181,Geraniaceae,Geranium,Geranium phaeum L.
659,111185,Rosaceae,Crataegus,Crataegus monogyna Jacq.
660,11123,Rosaceae,Rosa,Rosa spinosissima L.
661,111234,Campanulaceae,Campanula,Campanula rapunculus L.
662,111252,Campanulaceae,Campanula,Campanula trachelium L.
663,111265,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
664,111280,Iridaceae,Iris,Iris lutescens Lam.
665,111282,Campanulaceae,Campanula,Campanula patula L.
666,111293,Orchidaceae,Ophrys,Ophrys passionis Sennen
667,111300,Campanulaceae,Campanula,Campanula glomerata L.
668,111389,Campanulaceae,Campanula,Campanula rhomboidalis L.
669,11140,Geraniaceae,Geranium,Geranium robertianum L.
670,111405,Rosaceae,Rosa,Rosa spinosissima L.
671,11141,Scrophulariaceae,Verbascum,Verbascum blattaria L.
672,111435,Rosaceae,Crataegus,Crataegus monogyna Jacq.
673,111448,Orchidaceae,Ophrys,Ophrys apifera Huds.
674,111450,Geraniaceae,Geranium,Geranium lucidum L.
675,111458,Geraniaceae,Geranium,Geranium molle L.
676,11147,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
677,111502,Orchidaceae,Ophrys,Ophrys apifera Huds.
678,111521,Geraniaceae,Geranium,Geranium sanguineum L.
679,111542,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
680,111579,Campanulaceae,Campanula,Campanula persicifolia L.
681,111590,Rosaceae,Crataegus,Crataegus monogyna Jacq.
682,111593,Geraniaceae,Geranium,Geranium lucidum L.
683,111600,Rosaceae,Rosa,Rosa agrestis Savi
684,111601,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
685,111604,Campanulaceae,Campanula,Campanula persicifolia L.
686,111624,Rosaceae,Rosa,Rosa spinosissima L.
687,111650,Geraniaceae,Geranium,Geranium rotundifolium L.
688,1117,Rosaceae,Rosa,Rosa canina L.
689,111713,Amaryllidaceae,Galanthus,Galanthus nivalis L.
690,111734,Amaryllidaceae,Narcissus,Narcissus tazetta L.
691,111756,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
692,111772,Geraniaceae,Geranium,Geranium molle L.
693,111773,Campanulaceae,Campanula,Campanula rotundifolia L.
694,111787,Geraniaceae,Geranium,Geranium robertianum L.
695,111792,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
696,111800,Geraniaceae,Geranium,Geranium columbinum L.
697,111803,Rosaceae,Crataegus,Crataegus monogyna Jacq.
698,11182,Scrophulariaceae,Verbascum,Verbascum blattaria L.
699,111821,Campanulaceae,Campanula,Campanula medium L.
700,111844,Geraniaceae,Geranium,Geranium dissectum L.
701,111848,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
702,111882,Rosaceae,Rosa,Rosa spinosissima L.
703,111884,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
704,111890,Rosaceae,Crataegus,Crataegus monogyna Jacq.
705,111892,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
706,111898,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
707,111901,Rosaceae,Crataegus,Crataegus monogyna Jacq.
708,111922,Geraniaceae,Geranium,Geranium robertianum L.
709,111925,Orchidaceae,Ophrys,Ophrys lutea Cav.
710,11193,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
711,111933,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
712,111974,Rosaceae,Crataegus,Crataegus monogyna Jacq.
713,111975,Rosaceae,Crataegus,Crataegus monogyna Jacq.
714,111982,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
715,111986,Campanulaceae,Campanula,Campanula medium L.
716,111996,Geraniaceae,Geranium,Geranium sanguineum L.
717,112008,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
718,112011,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
719,11203,Amaryllidaceae,Galanthus,Galanthus nivalis L.
720,112037,Geraniaceae,Geranium,Geranium rotundifolium L.
721,112051,Scrophulariaceae,Verbascum,Verbascum nigrum L.
722,112067,Geraniaceae,Geranium,Geranium molle L.
723,112093,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
724,112117,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
725,112141,Scrophulariaceae,Verbascum,Verbascum thapsus L.
726,112172,Rosaceae,Crataegus,Crataegus monogyna Jacq.
727,112175,Geraniaceae,Geranium,Geranium rotundifolium L.
728,112219,Amaryllidaceae,Narcissus,Narcissus tazetta L.
729,112238,Orchidaceae,Ophrys,Ophrys virescens Philippe
730,11226,Geraniaceae,Geranium,Geranium pusillum L.
731,112276,Rosaceae,Crataegus,Crataegus monogyna Jacq.
732,112283,Orchidaceae,Ophrys,Ophrys insectifera L.
733,112292,Orchidaceae,Ophrys,Ophrys insectifera L.
734,112300,Rosaceae,Rosa,Rosa pendulina L.
735,112309,Liliaceae,Tulipa,Tulipa sylvestris L.
736,11231,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
737,112315,Rosaceae,Rosa,Rosa pendulina L.
738,112323,Rosaceae,Rosa,Rosa canina L.
739,112335,Rosaceae,Crataegus,Crataegus monogyna Jacq.
740,112340,Campanulaceae,Campanula,Campanula rhomboidalis L.
741,112343,Scrophulariaceae,Verbascum,Verbascum blattaria L.
742,112346,Geraniaceae,Geranium,Geranium robertianum L.
743,112369,Orchidaceae,Ophrys,Ophrys speculum Link
744,112397,Scrophulariaceae,Verbascum,Verbascum nigrum L.
745,112420,Orchidaceae,Ophrys,Ophrys aranifera Huds.
746,112421,Iridaceae,Iris,Iris pseudacorus L.
747,112423,Campanulaceae,Campanula,Campanula trachelium L.
748,112427,Geraniaceae,Geranium,Geranium robertianum L.
749,112432,Rosaceae,Crataegus,Crataegus azarolus L.
750,112435,Rosaceae,Crataegus,Crataegus monogyna Jacq.
751,112442,Iridaceae,Iris,Iris pseudacorus L.
752,112450,Rosaceae,Crataegus,Crataegus monogyna Jacq.
753,112459,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
754,112461,Scrophulariaceae,Verbascum,Verbascum nigrum L.
755,112464,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
756,112467,Rosaceae,Crataegus,Crataegus monogyna Jacq.
757,112474,Rosaceae,Rosa,Rosa spinosissima L.
758,112491,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
759,112506,Campanulaceae,Campanula,Campanula rotundifolia L.
760,112508,Campanulaceae,Campanula,Campanula patula L.
761,112514,Orchidaceae,Ophrys,Ophrys virescens Philippe
762,11256,Geraniaceae,Geranium,Geranium lucidum L.
763,112585,Orchidaceae,Ophrys,Ophrys scolopax Cav.
764,112587,Orchidaceae,Ophrys,Ophrys lutea Cav.
765,112589,Geraniaceae,Geranium,Geranium molle L.
766,112593,Campanulaceae,Campanula,Campanula trachelium L.
767,112616,Campanulaceae,Campanula,Campanula persicifolia L.
768,112637,Geraniaceae,Geranium,Geranium robertianum L.
769,11265,Rosaceae,Crataegus,Crataegus monogyna Jacq.
770,112708,Rosaceae,Rosa,Rosa pendulina L.
771,11271,Orchidaceae,Ophrys,Ophrys speculum Link
772,112715,Rosaceae,Rosa,Rosa pendulina L.
773,11272,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
774,112720,Rosaceae,Crataegus,Crataegus monogyna Jacq.
775,112721,Scrophulariaceae,Verbascum,Verbascum thapsus L.
776,112738,Geraniaceae,Geranium,Geranium lucidum L.
777,112748,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
778,112755,Campanulaceae,Campanula,Campanula medium L.
779,11278,Scrophulariaceae,Verbascum,Verbascum thapsus L.
780,112780,Campanulaceae,Campanula,Campanula rapunculus L.
781,112821,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
782,112837,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
783,112846,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
784,112851,Geraniaceae,Geranium,Geranium molle L.
785,112885,Orchidaceae,Ophrys,Ophrys passionis Sennen
786,112908,Scrophulariaceae,Verbascum,Verbascum thapsus L.
787,112914,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
788,112922,Rosaceae,Rosa,Rosa canina L.
789,112923,Oleaceae,Jasminum,Jasminum fruticans L.
790,112944,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
791,11295,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
792,11298,Scrophulariaceae,Verbascum,Verbascum nigrum L.
793,112997,Liliaceae,Tulipa,Tulipa sylvestris L.
794,113017,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
795,113048,Rosaceae,Crataegus,Crataegus monogyna Jacq.
796,113083,Lamiaceae,Lavandula,Lavandula stoechas L.
797,113084,Rosaceae,Rosa,Rosa canina L.
798,113098,Orchidaceae,Ophrys,Ophrys lutea Cav.
799,113100,Campanulaceae,Campanula,Campanula rotundifolia L.
800,113132,Rosaceae,Crataegus,Crataegus monogyna Jacq.
801,113139,Geraniaceae,Geranium,Geranium pusillum L.
802,113147,Rosaceae,Crataegus,Crataegus monogyna Jacq.
803,113154,Liliaceae,Tulipa,Tulipa sylvestris L.
